ENSP00000203001	TRMT6	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6 (mRNA methyladenosine-N(1)-methyltransferase non-catalytic subunit TRM6) (tRNA(m1A58)-methyltransferase subunit TRM6) (tRNA(m1A58)MTase subunit TRM6)	TRMT6 KIAA1153 TRM6 CGI-09	Q9UJA5
ENSP00000217131	CTSZ	Cathepsin Z (EC 3.4.18.1) (Cathepsin P) (Cathepsin X)	CTSZ	Q9UBR2
ENSP00000256443	CDK7	Cyclin-dependent kinase 7 (EC 2.7.11.22) (EC 2.7.11.23) (39 kDa protein kinase) (p39 Mo15) (CDK-activating kinase 1) (Cell division protein kinase 7) (Serine/threonine-protein kinase 1) (TFIIH basal transcription factor complex kinase subunit)	CDK7 CAK CAK1 CDKN7 MO15 STK1	P50613
ENSP00000315137	SGPP2	Sphingosine-1-phosphate phosphatase 2 (SPPase2) (Spp2) (hSPP2) (EC 3.1.3.-) (Sphingosine-1-phosphatase 2)	SGPP2	Q8IWX5
ENSP00000367406	TAF2	Transcription initiation factor TFIID subunit 2 (150 kDa cofactor of initiator function) (RNA polymerase II TBP-associated factor subunit B) (TBP-associated factor 150 kDa) (Transcription initiation factor TFIID 150 kDa subunit) (TAF(II)150) (TAFII-150) (TAFII150)	TAF2 CIF150 TAF2B	Q6P1X5
ENSP00000269142	TAF4B	Transcription initiation factor TFIID subunit 4B (Transcription initiation factor TFIID 105 kDa subunit) (TAF(II)105) (TAFII-105) (TAFII105)	TAF4B TAF2C2 TAFII105	Q92750
ENSP00000352918	ARPC5	Actin-related protein 2/3 complex subunit 5 (Arp2/3 complex 16 kDa subunit) (p16-ARC)	ARPC5 ARC16	O15511
ENSP00000369681	USP3	Ubiquitin carboxyl-terminal hydrolase 3 (EC 3.4.19.12) (Deubiquitinating enzyme 3) (Ubiquitin thioesterase 3) (Ubiquitin-specific-processing protease 3)	USP3	Q9Y6I4
ENSP00000361918	PPIE	Peptidyl-prolyl cis-trans isomerase E (PPIase E) (EC 5.2.1.8) (Cyclophilin E) (Cyclophilin-33) (Rotamase E)	PPIE CYP33	Q9UNP9
ENSP00000362014	DNM1	Dynamin-1 (EC 3.6.5.5)	DNM1 DNM	Q05193
ENSP00000220659	BRF2	Transcription factor IIIB 50 kDa subunit (TFIIIB50) (hTFIIIB50) (B-related factor 2) (BRF-2) (hBRFU)	BRF2 BRFU PRO1470	Q9HAW0
ENSP00000258145	GNS	N-acetylglucosamine-6-sulfatase (EC 3.1.6.14) (Glucosamine-6-sulfatase) (G6S)	GNS	P15586
ENSP00000363640	PHF1	PHD finger protein 1 (Protein PHF1) (hPHF1) (Polycomb-like protein 1) (hPCl1)	PHF1 PCL1	O43189
ENSP00000381045	UBE3A	Ubiquitin-protein ligase E3A (EC 2.3.2.26) (E6AP ubiquitin-protein ligase) (HECT-type ubiquitin transferase E3A) (Human papillomavirus E6-associated protein) (Oncogenic protein-associated protein E6-AP) (Renal carcinoma antigen NY-REN-54)	UBE3A E6AP EPVE6AP HPVE6A	Q05086
ENSP00000263956	GTF3C3	General transcription factor 3C polypeptide 3 (Transcription factor IIIC 102 kDa subunit) (TFIIIC 102 kDa subunit) (TFIIIC102) (Transcription factor IIIC subunit gamma) (TF3C-gamma)	GTF3C3	Q9Y5Q9
ENSP00000313581	KLK2	Kallikrein-2 (EC 3.4.21.35) (Glandular kallikrein-1) (hGK-1) (Tissue kallikrein-2)	KLK2	P20151
ENSP00000348708	UPF2	Regulator of nonsense transcripts 2 (Nonsense mRNA reducing factor 2) (Up-frameshift suppressor 2 homolog) (hUpf2)	UPF2 KIAA1408 RENT2	Q9HAU5
ENSP00000362010	ANXA7	Annexin A7 (Annexin VII) (Annexin-7) (Synexin)	ANXA7 ANX7 SNX OK/SW-cl.95	P20073
ENSP00000263354	NAPA	Alpha-soluble NSF attachment protein (SNAP-alpha) (N-ethylmaleimide-sensitive factor attachment protein alpha)	NAPA SNAPA	P54920
ENSP00000260197	SORL1	Sortilin-related receptor (Low-density lipoprotein receptor relative with 11 ligand-binding repeats) (LDLR relative with 11 ligand-binding repeats) (LR11) (SorLA-1) (Sorting protein-related receptor containing LDLR class A repeats) (SorLA)	SORL1 C11orf32	Q92673
ENSP00000233242	APOB	Apolipoprotein B-100 (Apo B-100) [Cleaved into: Apolipoprotein B-48 (Apo B-48)]	APOB	P04114
ENSP00000369785	PIR	Pirin (EC 1.13.11.24) (Probable quercetin 2,3-dioxygenase PIR) (Probable quercetinase)	PIR	O00625
ENSP00000245323	EFNB2	Ephrin-B2 (EPH-related receptor tyrosine kinase ligand 5) (LERK-5) (HTK ligand) (HTK-L)	EFNB2 EPLG5 HTKL LERK5	P52799
ENSP00000363018	RPL10A	60S ribosomal protein L10a (CSA-19) (Large ribosomal subunit protein uL1) (Neural precursor cell expressed developmentally down-regulated protein 6) (NEDD-6)	RPL10A NEDD6	P62906
ENSP00000312150	TRIB1	Tribbles homolog 1 (TRB-1) (G-protein-coupled receptor-induced gene 2 protein) (GIG-2) (SKIP1)	TRIB1 C8FW GIG2 TRB1	Q96RU8
ENSP00000467676	RPS15	40S ribosomal protein S15	RPS15	K7EM56
ENSP00000262942	ARPC1A	Actin-related protein 2/3 complex subunit 1A (SOP2-like protein)	ARPC1A SOP2L	Q92747
ENSP00000263080	ASPA	Aspartoacylase (EC 3.5.1.15) (Aminoacylase-2) (ACY-2)	ASPA ACY2 ASP	P45381
ENSP00000284669	KBTBD10	Kelch-like protein 41 (Kel-like protein 23) (Kelch repeat and BTB domain-containing protein 10) (Kelch-related protein 1) (Sarcosin)	KLHL41 KBTBD10 KRP1	O60662
ENSP00000364898	SYK	Tyrosine-protein kinase SYK (EC 2.7.10.2) (Spleen tyrosine kinase) (p72-Syk)	SYK	P43405
ENSP00000349437	IGF2R	Cation-independent mannose-6-phosphate receptor (CI Man-6-P receptor) (CI-MPR) (M6PR) (300 kDa mannose 6-phosphate receptor) (MPR 300) (Insulin-like growth factor 2 receptor) (Insulin-like growth factor II receptor) (IGF-II receptor) (M6P/IGF2 receptor) (M6P/IGF2R) (CD antigen CD222)	IGF2R MPRI	P11717
ENSP00000364519	TFDP1	Transcription factor Dp-1 (DRTF1-polypeptide 1) (DRTF1) (E2F dimerization partner 1)	TFDP1 DP1	Q14186
ENSP00000452401	ENSG00000258989	Uncharacterized protein (Fragment)		H0YJX3
ENSP00000349541	PTRF	Caveolae-associated protein 1 (Cavin-1) (Polymerase I and transcript release factor)	CAVIN1 PTRF FKSG13	Q6NZI2
ENSP00000000412	M6PR	Cation-dependent mannose-6-phosphate receptor (CD Man-6-P receptor) (CD-MPR) (46 kDa mannose 6-phosphate receptor) (MPR 46)	M6PR MPR46 MPRD	P20645
ENSP00000378702	BRD2	Bromodomain-containing protein 2 (O27.1.1) (Really interesting new gene 3 protein)	BRD2 KIAA9001 RING3	P25440
ENSP00000363216	OGDHL	2-oxoglutarate dehydrogenase-like, mitochondrial (EC 1.2.4.-) (2-oxoglutarate dehydrogenase complex component E1-like) (OGDC-E1-like) (Alpha-ketoglutarate dehydrogenase-like)	OGDHL KIAA1290	Q9ULD0
ENSP00000349696	CEPT1	Choline/ethanolaminephosphotransferase 1 (hCEPT1) (EC 2.7.8.1) (EC 2.7.8.2)	CEPT1 PRO1101	Q9Y6K0
ENSP00000327070	MDH2	Malate dehydrogenase, mitochondrial (EC 1.1.1.37)	MDH2	P40926
ENSP00000225430	RPL19	60S ribosomal protein L19 (Large ribosomal subunit protein eL19)	RPL19	P84098
ENSP00000367207	MYC	Myc proto-oncogene protein (Class E basic helix-loop-helix protein 39) (bHLHe39) (Proto-oncogene c-Myc) (Transcription factor p64)	MYC BHLHE39	P01106
ENSP00000327889	INTS5	Integrator complex subunit 5 (Int5)	INTS5 KIAA1698	Q6P9B9
ENSP00000447001	RPL18	60S ribosomal protein L18 (Large ribosomal subunit protein eL18)	RPL18	Q07020
ENSP00000335091	ZNRF1	E3 ubiquitin-protein ligase ZNRF1 (EC 2.3.2.27) (Nerve injury-induced gene 283 protein) (RING-type E3 ubiquitin transferase ZNRF1) (Zinc/RING finger protein 1)	ZNRF1 NIN283	Q8ND25
ENSP00000328484	HIST1H2AJ	Histone H2A type 1-J (Histone H2A/e)	HIST1H2AJ H2AFE	Q99878
ENSP00000313199	HNRNPD	Heterogeneous nuclear ribonucleoprotein D0 (hnRNP D0) (AU-rich element RNA-binding protein 1)	HNRNPD AUF1 HNRPD	Q14103
ENSP00000263228	UBE2R2	Ubiquitin-conjugating enzyme E2 R2 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme R2) (Ubiquitin carrier protein R2) (Ubiquitin-conjugating enzyme E2-CDC34B) (Ubiquitin-protein ligase R2)	UBE2R2 CDC34B UBC3B	Q712K3
ENSP00000326381	EIF4A2	Eukaryotic initiation factor 4A-II (eIF-4A-II) (eIF4A-II) (EC 3.6.4.13) (ATP-dependent RNA helicase eIF4A-2)	EIF4A2 DDX2B EIF4F	Q14240
ENSP00000423897	KLHL5	Kelch-like protein 5	KLHL5	Q96PQ7
ENSP00000266095	PISD	Phosphatidylserine decarboxylase proenzyme, mitochondrial (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase beta chain; Phosphatidylserine decarboxylase alpha chain]	PISD	Q9UG56
ENSP00000263390	MED26	Mediator of RNA polymerase II transcription subunit 26 (Activator-recruited cofactor 70 kDa component) (ARC70) (Cofactor required for Sp1 transcriptional activation subunit 7) (CRSP complex subunit 7) (Mediator complex subunit 26) (Transcriptional coactivator CRSP70)	MED26 ARC70 CRSP7	O95402
ENSP00000361014	MKNK1	MAP kinase-interacting serine/threonine-protein kinase 1 (EC 2.7.11.1) (MAP kinase signal-integrating kinase 1) (MAPK signal-integrating kinase 1) (Mnk1)	MKNK1 MNK1	Q9BUB5
ENSP00000379847	ZNF143	Zinc finger protein 143 (SPH-binding factor) (Selenocysteine tRNA gene transcription-activating factor) (hStaf)	ZNF143 SBF STAF	P52747
ENSP00000321038	TMEM86B	Lysoplasmalogenase (EC 3.3.2.2) (Transmembrane protein 86B)	TMEM86B	Q8N661
ENSP00000332194	HIST2H2AC	Histone H2A type 2-C (Histone H2A-GL101) (Histone H2A/q)	HIST2H2AC H2AFQ	Q16777
ENSP00000458307	GGT6	Glutathione hydrolase 6 (EC 3.4.19.13) (Gamma-glutamyltransferase 6) (GGT 6) (EC 2.3.2.2) (Gamma-glutamyltranspeptidase 6) [Cleaved into: Glutathione hydrolase 6 heavy chain; Glutathione hydrolase 6 light chain]	GGT6	Q6P531
ENSP00000265171	EGF	Pro-epidermal growth factor (EGF) [Cleaved into: Epidermal growth factor (Urogastrone)]	EGF	P01133
ENSP00000324173	HSPA5	Endoplasmic reticulum chaperone BiP (EC 3.6.4.10) (78 kDa glucose-regulated protein) (GRP-78) (Binding-immunoglobulin protein) (BiP) (Heat shock protein 70 family protein 5) (HSP70 family protein 5) (Heat shock protein family A member 5) (Immunoglobulin heavy chain-binding protein)	HSPA5 GRP78	P11021
ENSP00000349955	RPRD1A	Regulation of nuclear pre-mRNA domain-containing protein 1A (Cyclin-dependent kinase inhibitor 2B-related protein) (p15INK4B-related protein)	RPRD1A P15RS	Q96P16
ENSP00000364802	HSPA1A	Heat shock 70 kDa protein 1A (Heat shock 70 kDa protein 1) (HSP70-1) (HSP70.1)	HSPA1A HSP72 HSPA1 HSX70	P0DMV8
ENSP00000377640	RPL24	60S ribosomal protein L24 (60S ribosomal protein L30) (Large ribosomal subunit protein eL24)	RPL24	P83731
ENSP00000351885	PPP2R4	Serine/threonine-protein phosphatase 2A activator (EC 5.2.1.8) (PP2A, subunit B', PR53 isoform) (Phosphotyrosyl phosphatase activator) (PTPA) (Serine/threonine-protein phosphatase 2A regulatory subunit 4) (Serine/threonine-protein phosphatase 2A regulatory subunit B')	PTPA PPP2R4	Q15257
ENSP00000282369	TRIM36	E3 ubiquitin-protein ligase TRIM36 (EC 2.3.2.27) (RING finger protein 98) (RING-type E3 ubiquitin transferase TRIM36) (Tripartite motif-containing protein 36) (Zinc-binding protein Rbcc728)	TRIM36 RBCC728 RNF98	Q9NQ86
ENSP00000276072	TAF1	Transcription initiation factor TFIID subunit 1 (EC 2.3.1.48) (EC 2.7.11.1) (Cell cycle gene 1 protein) (TBP-associated factor 250 kDa) (p250) (Transcription initiation factor TFIID 250 kDa subunit) (TAF(II)250) (TAFII-250) (TAFII250)	TAF1 BA2R CCG1 CCGS TAF2A	P21675
ENSP00000381204	TMEM123	Porimin (Keratinocytes-associated transmembrane protein 3) (KCT-3) (Pro-oncosis receptor inducing membrane injury) (Transmembrane protein 123)	TMEM123 KCT3 PSEC0111 UNQ641/PRO1271	Q8N131
ENSP00000302478	POLR1D	DNA-directed RNA polymerases I and III subunit RPAC2 (RNA polymerases I and III subunit AC2) (AC19) (DNA-directed RNA polymerase I subunit D) (RNA polymerase I 16 kDa subunit) (RPA16) (RPC16) (hRPA19)	POLR1D	P0DPB6
ENSP00000289316	HIST1H2BD	Histone H2B type 1-D (HIRA-interacting protein 2) (Histone H2B.1 B) (Histone H2B.b) (H2B/b)	HIST1H2BD H2BFB HIRIP2	P58876
ENSP00000376258	RNF34	E3 ubiquitin-protein ligase RNF34 (EC 2.3.2.27) (Caspase regulator CARP1) (Caspases-8 and -10-associated RING finger protein 1) (CARP-1) (FYVE-RING finger protein Momo) (Human RING finger homologous to inhibitor of apoptosis protein) (hRFI) (RING finger protein 34) (RING finger protein RIFF) (RING-type E3 ubiquitin transferase RNF34)	RNF34	Q969K3
ENSP00000350199	AP1B1	AP-1 complex subunit beta-1 (Adaptor protein complex AP-1 subunit beta-1) (Adaptor-related protein complex 1 subunit beta-1) (Beta-1-adaptin) (Beta-adaptin 1) (Clathrin assembly protein complex 1 beta large chain) (Golgi adaptor HA1/AP1 adaptin beta subunit)	AP1B1 ADTB1 BAM22 CLAPB2	Q10567
ENSP00000362555	RNF19B	E3 ubiquitin-protein ligase RNF19B (EC 2.3.2.27) (IBR domain-containing protein 3) (Natural killer lytic-associated molecule) (RING finger protein 19B)	RNF19B IBRDC3 NKLAM	Q6ZMZ0
ENSP00000385610	MEX3C	RNA-binding E3 ubiquitin-protein ligase MEX3C (EC 2.3.2.27) (RING finger and KH domain-containing protein 2) (RING finger protein 194) (RING-type E3 ubiquitin transferase MEX3C)	MEX3C RKHD2 RNF194 BM-013	Q5U5Q3
ENSP00000351926	AP2A1	AP-2 complex subunit alpha-1 (100 kDa coated vesicle protein A) (Adaptor protein complex AP-2 subunit alpha-1) (Adaptor-related protein complex 2 subunit alpha-1) (Alpha-adaptin A) (Alpha1-adaptin) (Clathrin assembly protein complex 2 alpha-A large chain) (Plasma membrane adaptor HA2/AP2 adaptin alpha A subunit)	AP2A1 ADTAA CLAPA1	O95782
ENSP00000358140	EIF3A	Eukaryotic translation initiation factor 3 subunit A (eIF3a) (Eukaryotic translation initiation factor 3 subunit 10) (eIF-3-theta) (eIF3 p167) (eIF3 p180) (eIF3 p185)	EIF3A EIF3S10 KIAA0139	Q14152
ENSP00000376609	GRK5	G protein-coupled receptor kinase 5 (EC 2.7.11.16) (G protein-coupled receptor kinase GRK5)	GRK5 GPRK5	P34947
ENSP00000347184	HTT	Huntingtin (Huntington disease protein) (HD protein)	HTT HD IT15	P42858
ENSP00000373873	UNKL	Putative E3 ubiquitin-protein ligase UNKL	UNKL	A0A0A0MRZ1
ENSP00000402935	TBC1D5	TBC1 domain family member 5	TBC1D5 KIAA0210	Q92609
ENSP00000255389	PEMT	Phosphatidylethanolamine N-methyltransferase (PEAMT) (PEMT) (EC 2.1.1.17) (EC 2.1.1.71) (PEMT2) (Phospholipid methyltransferase) (PLMT)	PEMT PEMPT PNMT	Q9UBM1
ENSP00000345957	RPS21	40S ribosomal protein S21 (Small ribosomal subunit protein eS21)	RPS21	P63220
ENSP00000393840	BLOC1S3	Biogenesis of lysosome-related organelles complex 1 subunit 3 (BLOC-1 subunit 3)	BLOC1S3 BLOS3	Q6QNY0
ENSP00000262367	CREBBP	CREB-binding protein (EC 2.3.1.48)	CREBBP CBP	Q92793
ENSP00000275603	CCT6A	T-complex protein 1 subunit zeta (TCP-1-zeta) (Acute morphine dependence-related protein 2) (CCT-zeta-1) (HTR3) (Tcp20)	CCT6A CCT6 CCTZ	P40227
ENSP00000298288	LRR1	Leucine-rich repeat protein 1 (4-1BB-mediated-signaling molecule) (4-1BBlrr) (LRR-repeat protein 1) (LRR-1) (Peptidylprolyl isomerase-like 5)	LRR1 PPIL5	Q96L50
ENSP00000414321	RPS24	40S ribosomal protein S24 (Small ribosomal subunit protein eS24)	RPS24	P62847
ENSP00000374399	TRMT61A	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A (EC 2.1.1.220) (mRNA methyladenosine-N(1)-methyltransferase catalytic subunit TRMT61A) (EC 2.1.1.-) (tRNA(m1A58)-methyltransferase subunit TRMT61A) (tRNA(m1A58)MTase subunit TRMT61A)	TRMT61A C14orf172 TRM61	Q96FX7
ENSP00000351981	SGMS2	Phosphatidylcholine:ceramide cholinephosphotransferase 2 (EC 2.7.8.27) (Sphingomyelin synthase 2)	SGMS2 SMS2	Q8NHU3
ENSP00000393154	FBXO15	F-box only protein 15	FBXO15 FBX15	Q8NCQ5
ENSP00000259808	RIPK1	Receptor-interacting serine/threonine-protein kinase 1 (EC 2.7.11.1) (Cell death protein RIP) (Receptor-interacting protein 1) (RIP-1) (Serine/threonine-protein kinase RIP)	RIPK1 RIP RIP1	Q13546
ENSP00000356999	USF1	Upstream stimulatory factor 1 (Class B basic helix-loop-helix protein 11) (bHLHb11) (Major late transcription factor 1)	USF1 BHLHB11 USF	P22415
ENSP00000338413	UBA1	Ubiquitin-like modifier-activating enzyme 1 (EC 6.2.1.45) (Protein A1S9) (Ubiquitin-activating enzyme E1)	UBA1 A1S9T UBE1	P22314
ENSP00000371420	GPNMB	Transmembrane glycoprotein NMB (Transmembrane glycoprotein HGFIN)	GPNMB HGFIN NMB UNQ1725/PRO9925	Q14956
ENSP00000380414	DEK	Protein DEK	DEK	P35659
ENSP00000263253	EP300	Histone acetyltransferase p300 (p300 HAT) (EC 2.3.1.48) (E1A-associated protein p300) (Histone butyryltransferase p300) (EC 2.3.1.-) (Histone crotonyltransferase p300) (EC 2.3.1.-) (Protein propionyltransferase p300) (EC 2.3.1.-)	EP300 P300	Q09472
ENSP00000296438	FBXW12	F-box/WD repeat-containing protein 12 (F-box and WD-40 domain-containing protein 12) (F-box only protein 35)	FBXW12 FBW12 FBXO12 FBXO35	Q6X9E4
ENSP00000341094	HIST1H2AD	Histone H2A type 1-D (Histone H2A.3) (Histone H2A/g)	HIST1H2AD H2AFG	P20671
ENSP00000385722	INTS1	Integrator complex subunit 1 (Int1)	INTS1 KIAA1440 UNQ1821/PRO3434	Q8N201
ENSP00000301071	TUBA1A	Tubulin alpha-1A chain (Alpha-tubulin 3) (Tubulin B-alpha-1) (Tubulin alpha-3 chain) [Cleaved into: Detyrosinated tubulin alpha-1A chain]	TUBA1A TUBA3	Q71U36
ENSP00000260985	IDH1	Isocitrate dehydrogenase [NADP] cytoplasmic (IDH) (EC 1.1.1.42) (Cytosolic NADP-isocitrate dehydrogenase) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)	IDH1 PICD	O75874
ENSP00000320236	TIMM22	Mitochondrial import inner membrane translocase subunit Tim22 (Testis-expressed protein 4)	TIMM22 TEX4 TIM22	Q9Y584
ENSP00000263025	MAPK3	Mitogen-activated protein kinase 3 (MAP kinase 3) (MAPK 3) (EC 2.7.11.24) (ERT2) (Extracellular signal-regulated kinase 1) (ERK-1) (Insulin-stimulated MAP2 kinase) (MAP kinase isoform p44) (p44-MAPK) (Microtubule-associated protein 2 kinase) (p44-ERK1)	MAPK3 ERK1 PRKM3	P27361
ENSP00000329623	BCL2	Apoptosis regulator Bcl-2	BCL2	P10415
ENSP00000232461	GNAT1	Guanine nucleotide-binding protein G(t) subunit alpha-1 (Transducin alpha-1 chain)	GNAT1 GNATR	P11488
ENSP00000382840	DDX3X	ATP-dependent RNA helicase DDX3X (EC 3.6.4.13) (DEAD box protein 3, X-chromosomal) (DEAD box, X isoform) (Helicase-like protein 2) (HLP2)	DDX3X DBX DDX3	O00571
ENSP00000338964	GGT7	Glutathione hydrolase 7 (EC 3.4.19.13) (Gamma-glutamyltransferase 7) (GGT 7) (EC 2.3.2.2) (Gamma-glutamyltransferase-like 3) (Gamma-glutamyltransferase-like 5) (Gamma-glutamyltranspeptidase 7) [Cleaved into: Glutathione hydrolase 7 heavy chain; Glutathione hydrolase 7 light chain]	GGT7 GGTL3 GGTL5	Q9UJ14
ENSP00000346827	ALDH9A1	4-trimethylaminobutyraldehyde dehydrogenase (TMABADH) (EC 1.2.1.47) (Aldehyde dehydrogenase E3 isozyme) (Aldehyde dehydrogenase family 9 member A1) (EC 1.2.1.3) (Gamma-aminobutyraldehyde dehydrogenase) (EC 1.2.1.19) (R-aminobutyraldehyde dehydrogenase) [Cleaved into: 4-trimethylaminobutyraldehyde dehydrogenase, N-terminally processed]	ALDH9A1 ALDH4 ALDH7 ALDH9	P49189
ENSP00000339027	RPLP0	60S acidic ribosomal protein P0 (60S ribosomal protein L10E) (Large ribosomal subunit protein uL10)	RPLP0	P05388
ENSP00000338018	HIF1A	Hypoxia-inducible factor 1-alpha (HIF-1-alpha) (HIF1-alpha) (ARNT-interacting protein) (Basic-helix-loop-helix-PAS protein MOP1) (Class E basic helix-loop-helix protein 78) (bHLHe78) (Member of PAS protein 1) (PAS domain-containing protein 8)	HIF1A BHLHE78 MOP1 PASD8	Q16665
ENSP00000357674	SNAPIN	SNARE-associated protein Snapin (Biogenesis of lysosome-related organelles complex 1 subunit 7) (BLOC-1 subunit 7) (Synaptosomal-associated protein 25-binding protein) (SNAP-associated protein)	SNAPIN BLOC1S7 SNAP25BP SNAPAP	O95295
ENSP00000365012	HCK	Tyrosine-protein kinase (EC 2.7.10.2)	HCK	J3KPD6
ENSP00000260682	CYP2C9	Cytochrome P450 2C9 (EC 1.14.14.-) ((R)-limonene 6-monooxygenase) (EC 1.14.14.53) ((S)-limonene 6-monooxygenase) (EC 1.14.14.51) ((S)-limonene 7-monooxygenase) (EC 1.14.14.52) (CYPIIC9) (Cholesterol 25-hydroxylase) (EC 1.14.14.-) (Cytochrome P-450MP) (Cytochrome P450 MP-4) (Cytochrome P450 MP-8) (Cytochrome P450 PB-1) (S-mephenytoin 4-hydroxylase)	CYP2C9 CYP2C10	P11712
ENSP00000316176	UBE2N	Ubiquitin-conjugating enzyme E2 N (EC 2.3.2.23) (Bendless-like ubiquitin-conjugating enzyme) (E2 ubiquitin-conjugating enzyme N) (Ubc13) (UbcH13) (Ubiquitin carrier protein N) (Ubiquitin-protein ligase N)	UBE2N BLU	P61088
ENSP00000346437	ATG7	Ubiquitin-like modifier-activating enzyme ATG7 (ATG12-activating enzyme E1 ATG7) (Autophagy-related protein 7) (APG7-like) (hAGP7) (Ubiquitin-activating enzyme E1-like protein)	ATG7 APG7L	O95352
